NEWID,SEQNO,INTERI,ALCNO,ADLTCLOX,ADLT_LOX,CHLDCLOX,CHLD_LOX,CLOGFTX,CLOGFTX_,QYEAR
04758873,2,,0,0,D,,A,0,D,20214
04758883,1,,0,0,D,,A,0,D,20214
04758903,3,,0,300,D,100,D,100,D,20214
04758963,1,,0,50,D,,A,0,D,20214
04758983,2,,0,100,D,,A,0,D,20214
04759013,2,,0,100,D,250,D,0,D,20214
04759033,1,,0,40,D,,A,0,D,20214
04759063,2,,0,50,D,,A,0,D,20214
04759073,2,,0,200,D,,A,0,D,20214
04759093,1,,0,50,D,,A,0,D,20214
04759103,1,,0,100,D,200,D,0,D,20214
04759133,1,,0,0,D,,A,0,D,20214
04759173,1,,0,260,D,,A,0,D,20214
04759183,1,,0,500,D,,A,0,D,20214
04759243,1,,0,0,D,,A,0,D,20214
04759263,1,,0,350,D,,A,0,D,20214
04759313,1,,0,175,F,,A,0,D,20214
04759333,1,,0,0,D,,A,0,D,20214
04759343,1,,0,150,D,300,D,0,D,20214
04759353,1,,0,0,D,,A,0,D,20214
04759383,3,,0,0,D,,A,0,D,20214
04759413,3,,0,30,D,,A,0,D,20214
04759523,1,,0,200,D,,A,200,D,20214
04759563,5,,0,780,D,,A,0,D,20214
04759633,1,,0,329,D,,A,0,D,20214
04759643,1,,0,0,D,,A,0,D,20214
04759653,1,,0,300,D,,A,0,D,20214
04759663,3,,0,150,D,,A,0,D,20214
04759683,1,,0,0,D,,A,0,D,20214
04759693,3,,0,0,D,,A,0,D,20214
04759713,2,,0,0,D,,A,0,D,20214
04759773,1,,0,450,F,150,F,107,F,20214
04759783,5,,0,1500,D,,A,0,D,20214
04759813,1,,0,400,D,,A,0,D,20214
04759823,3,,0,0,D,,A,0,D,20214
04759843,1,,0,0,D,200,D,0,D,20214
04759853,5,,0,200,D,,A,100,D,20214
04759923,1,,0,450,D,,A,0,D,20214
04759963,6,,0,250,D,175,D,100,D,20214
04759973,5,,0,300,D,,A,100,D,20214
04760023,1,,0,0,D,,A,0,D,20214
04760073,1,,0,0,D,,A,0,D,20214
04760143,1,,0,100,D,,A,0,D,20214
04760173,1,,0,0,D,,A,0,D,20214
04760193,4,,0,200,D,,A,0,D,20214
04760203,3,,0,0,D,150,D,0,D,20214
04760263,1,,0,85,D,,A,0,D,20214
04760283,4,,0,30,D,,A,50,D,20214
04760323,1,,0,300,D,,A,65,D,20214
04760503,2,,0,0,D,200,D,0,D,20214
04760513,1,,0,200,D,,A,0,D,20214
04760533,1,,0,0,D,,A,0,D,20214
04760553,8,,0,1000,D,,A,400,D,20214
04760613,1,,0,50,D,,A,0,D,20214
04760653,1,,0,0,D,,A,0,D,20214
04760673,1,,0,250,D,150,D,100,D,20214
04760693,1,,0,0,D,,A,0,D,20214
04760763,1,,0,125,D,,A,0,D,20214
04760813,1,,0,0,D,,A,0,D,20214
04760873,1,,0,0,D,450,D,0,D,20214
04760883,2,,0,600,D,400,D,0,D,20214
04760923,1,,0,100,D,,A,0,D,20214
04760963,1,,0,100,D,,A,0,D,20214
04761053,1,,0,0,D,,A,0,D,20214
04761073,4,,0,0,D,328,D,0,D,20214
04761103,3,,0,125,D,,A,2000,D,20214
04761183,1,,0,200,D,,A,80,F,20214
04761263,1,,0,0,D,,A,0,D,20214
04761343,1,,0,50,D,,A,0,D,20214
04761353,1,,0,150,D,,A,0,D,20214
04761373,1,,0,200,D,,A,70,D,20214
04761403,6,,0,500,D,,A,0,D,20214
04761413,1,,0,0,D,,A,0,D,20214
04761443,1,,0,500,D,,A,500,D,20214
04761483,2,,0,1500,D,,A,0,D,20214
04761513,1,,0,0,D,,A,0,D,20214
04761523,1,,0,0,D,,A,0,D,20214
04761553,4,,0,80,D,,A,200,D,20214
04761563,1,,0,400,D,,A,0,D,20214
04761613,3,,0,1500,D,180,F,0,D,20214
04761643,2,,0,1200,D,,A,0,D,20214
04761673,1,,0,100,D,,A,70,D,20214
04761683,2,,0,30,D,,A,0,D,20214
04761733,1,,0,100,D,,A,50,D,20214
04761743,4,,0,0,D,,A,0,D,20214
04761793,2,,0,0,D,,A,0,D,20214
04761813,3,,0,73,D,,A,0,D,20214
04761833,1,,0,100,D,,A,0,D,20214
04761903,8,,0,389,D,529,D,0,D,20214
04761923,5,,0,842,D,,A,0,D,20214
04761943,1,,0,0,D,,A,110,D,20214
04761953,2,,0,600,D,,A,0,D,20214
04761983,1,,0,3000,D,,A,100,D,20214
04762033,1,,0,0,D,,A,0,D,20214
04762093,3,,0,355,D,,A,0,D,20214
04762103,2,,0,0,D,,A,0,D,20214
04762133,1,,0,250,D,,A,0,D,20214
04762163,3,,0,100,D,,A,50,D,20214
04762203,1,,0,200,D,,A,200,D,20214
04762223,6,,0,7500,D,,A,450,D,20214
04762263,1,,0,400,D,,A,0,D,20214
04762273,2,,0,150,D,,A,0,D,20214
04762293,1,,0,240,D,,A,0,D,20214
04762323,2,,0,0,D,,A,0,D,20214
04762383,1,,0,200,D,,A,0,D,20214
04762393,1,,0,0,D,,A,0,D,20214
04762403,1,,0,0,D,,A,0,D,20214
04762463,2,,0,0,D,150,D,0,D,20214
04762493,1,,0,300,D,,A,100,D,20214
04762503,6,,0,50,D,,A,0,D,20214
04762533,1,,0,0,D,100,D,0,D,20214
04762553,2,,0,300,D,100,D,0,D,20214
04762583,1,,0,0,D,,A,0,D,20214
04762613,3,,0,130,D,100,D,0,D,20214
04762633,1,,0,150,D,,A,0,D,20214
04762683,3,,0,373,D,,A,0,D,20214
04762704,5,,0,1150,D,1600,D,0,D,20214
04762713,9,,0,200,D,,A,0,D,20214
04762733,1,,0,200,D,,A,0,D,20214
04762753,2,,0,85,D,,A,20,D,20214
04762773,5,,0,500,D,,A,200,D,20214
04762793,1,,0,300,D,,A,0,D,20214
04762833,1,,0,0,D,0,D,0,D,20214
04762863,1,,0,0,D,,A,0,D,20214
04762923,1,,0,60,D,,A,0,D,20214
04762943,1,,0,0,D,,A,100,D,20214
04762953,2,,0,500,D,,A,0,D,20214
04763003,1,,0,0,D,1200,D,0,D,20214
04763053,1,,0,285,D,,A,0,D,20214
04763073,3,,0,2200,D,300,D,0,D,20214
04763113,1,,0,90,D,,A,0,D,20214
04763173,2,,0,0,D,200,D,0,D,20214
04763183,1,,0,200,D,,A,0,D,20214
04763193,2,,0,345,D,,A,0,D,20214
04763273,1,,0,350,D,,A,10,D,20214
04763323,4,,0,200,D,,A,0,D,20214
04763343,1,,0,200,D,,A,0,D,20214
04763363,1,,0,0,D,,A,0,D,20214
04763403,2,,0,0,D,,A,0,D,20214
04763443,1,,0,30,D,,A,0,D,20214
04763473,3,,0,1210,D,0,D,300,D,20214
04763483,2,,0,45,D,,A,0,D,20214
04763493,4,,0,300,D,,A,0,D,20214
04763533,1,,0,0,D,,A,0,D,20214
04763543,6,,0,350,D,,A,0,D,20214
04763723,2,,0,100,D,300,D,0,D,20214
04763753,1,,0,30,D,,A,0,D,20214
04763793,1,,0,50,D,200,D,0,D,20214
04763873,1,,0,140,D,,A,0,D,20214
04763923,2,,0,0,D,,A,0,D,20214
04763963,2,,0,0,D,,A,0,D,20214
04764023,1,,0,100,D,,A,0,D,20214
04764033,1,,0,200,D,,A,0,D,20214
04764053,2,,0,461,D,,A,0,D,20214
04764183,2,,0,40,D,80,D,30,D,20214
04764213,1,,0,60,D,,A,0,D,20214
04764223,1,,0,0,D,,A,0,D,20214
04764233,2,,0,0,D,,A,0,D,20214
04764243,3,,0,100,D,,A,0,D,20214
04764253,1,,0,30,D,,A,0,D,20214
04764273,1,,0,150,D,,A,0,D,20214
04764283,1,,0,0,D,,A,0,D,20214
04764293,1,,0,0,D,,A,0,D,20214
04764353,3,,0,0,D,500,D,0,D,20214
04764393,1,,0,0,D,,A,0,D,20214
04764403,2,,0,50,D,,A,0,D,20214
04764423,3,,0,450,D,,A,60,D,20214
04764433,7,,0,400,D,0,D,0,D,20214
04764463,4,,0,0,D,,A,0,D,20214
04764493,1,,0,300,D,,A,150,D,20214
04764523,1,,0,60,D,,A,0,D,20214
04764603,2,,0,200,D,,A,0,D,20214
04764653,1,,0,100,D,,A,0,D,20214
04764673,1,,0,0,D,,A,0,D,20214
04764723,1,,0,200,D,100,D,0,D,20214
04764733,1,,0,153,D,,A,0,D,20214
04764753,1,,0,0,D,,A,0,D,20214
04764763,1,,0,300,D,600,D,0,D,20214
04764803,1,,0,100,D,,A,0,D,20214
04764813,2,,0,50,D,100,D,0,D,20214
04764863,1,,0,0,D,,A,0,D,20214
04764873,2,,0,0,D,,A,0,D,20214
04764993,1,,0,320,D,,A,0,D,20214
04765003,1,,0,0,D,,A,0,D,20214
04765013,1,,0,0,D,,A,0,D,20214
04765023,3,,0,600,D,,A,0,D,20214
04765033,1,,0,500,D,500,D,300,D,20214
04765043,2,,0,100,D,,A,0,D,20214
04765053,2,,0,25,D,,A,0,D,20214
04765123,3,,0,100,D,,A,60,D,20214
04765133,1,,0,0,D,,A,0,D,20214
04765243,1,,0,100,D,300,D,0,D,20214
04765253,1,,0,15,D,,A,0,D,20214
04765293,1,,0,200,D,300,D,0,D,20214
04765303,1,,0,0,D,0,D,0,D,20214
04765313,3,,0,200,D,0,D,0,D,20214
04765333,2,,0,2491,D,,A,0,D,20214
04765343,7,,0,100,D,1000,D,0,D,20214
04765363,1,,0,0,D,,A,0,D,20214
04765383,1,,0,300,D,0,D,0,D,20214
04765473,9,,0,0,D,0,D,0,D,20214
04765493,1,,0,0,D,,A,0,D,20214
04765523,2,,0,140,D,,A,0,D,20214
04765533,1,,0,0,D,,A,350,D,20214
04765563,1,,0,0,D,,A,100,D,20214
04765653,2,,0,500,D,500,D,200,D,20214
04765663,1,,0,3000,D,,A,200,D,20214
04765683,3,,0,150,D,,A,0,D,20214
04765753,4,,0,1000,D,300,D,0,D,20214
04765763,1,,0,70,D,,A,0,D,20214
04765803,1,,0,160,D,,A,0,D,20214
04765843,8,,0,0,D,,A,0,D,20214
04765863,9,,0,200,D,,A,0,D,20214
04765893,1,,0,60,D,120,D,0,D,20214
04765903,1,,0,0,D,,A,0,D,20214
04765933,3,,0,30,D,,A,0,D,20214
04765973,3,,0,0,D,120,D,0,D,20214
04766023,3,,0,650,D,,A,0,D,20214
04766043,3,,0,200,D,,A,0,D,20214
04766063,1,,0,300,D,0,D,0,D,20214
04766163,1,,0,0,D,350,D,0,D,20214
04766203,1,,0,0,D,,A,0,D,20214
04766223,3,,0,350,D,100,D,100,D,20214
04766233,2,,0,650,D,,A,0,D,20214
04766253,2,,0,0,D,,A,0,D,20214
04766263,3,,0,100,D,,A,100,D,20214
04766273,1,,0,200,D,,A,50,D,20214
04766283,2,,0,0,D,60,D,0,D,20214
04766353,1,,0,300,D,,A,0,D,20214
04766363,1,,0,0,D,,A,0,D,20214
04766393,1,,0,0,D,,A,0,D,20214
04766413,12,,0,800,D,800,D,0,D,20214
04766443,3,,0,300,D,,A,0,D,20214
04766513,2,,0,280,D,0,D,0,D,20214
04766523,1,,0,0,D,,A,0,D,20214
04766553,2,,0,0,D,,A,200,D,20214
04766573,2,,0,1000,D,400,D,0,D,20214
04766583,2,,0,375,D,,A,0,D,20214
04766593,1,,0,135,D,,A,0,D,20214
04766603,2,,0,50,D,,A,0,D,20214
04766613,5,,0,250,D,,A,400,D,20214
04766643,1,,0,150,D,,A,0,D,20214
04766673,6,,0,405,D,,A,60,D,20214
04766713,2,,0,0,D,,A,0,D,20214
04766743,1,,0,0,D,,A,0,D,20214
04766753,1,,0,100,D,200,D,0,D,20214
04766793,2,,0,0,D,0,D,0,D,20214
04766803,5,,0,200,D,150,D,0,D,20214
04766883,2,,0,350,D,,A,400,D,20214
04766893,2,,0,0,D,,A,0,D,20214
04766903,1,,0,0,D,,A,40,D,20214
04766913,2,,0,1000,D,0,D,100,D,20214
04766954,4,,0,200,D,540,D,120,D,20214
04766983,3,,0,200,D,,A,25,D,20214
04767043,1,,0,0,D,,A,0,D,20214
04767073,3,,0,0,D,,A,0,D,20214
04767093,3,,0,500,D,150,D,0,D,20214
04767103,1,,0,240,D,,A,0,D,20214
04767113,8,,0,1195,D,,A,0,D,20214
04767173,2,,0,300,D,,A,0,D,20214
04767193,1,,0,0,D,200,D,0,D,20214
04767263,3,,0,80,D,600,D,0,D,20214
04767283,5,,0,0,D,,A,0,D,20214
04767293,2,,0,200,D,,A,0,D,20214
04767323,2,,0,50,D,70,D,0,D,20214
04767433,1,,0,0,D,50,D,0,D,20214
04767453,2,,0,200,D,650,D,0,D,20214
04767483,1,,0,0,D,,A,0,D,20214
04767493,1,,0,100,D,,A,0,D,20214
04767503,1,,0,120,D,,A,0,D,20214
04767543,4,,0,3500,D,,A,600,D,20214
04767603,2,,0,800,D,,A,0,D,20214
04767613,5,,0,560,D,,A,0,D,20214
04767623,1,,0,200,D,,A,50,D,20214
04767663,1,,0,100,D,500,D,0,D,20214
04767713,3,,0,700,D,,A,0,D,20214
04767723,1,,0,0,D,,A,0,D,20214
04767733,4,,0,0,D,,A,0,D,20214
04767793,4,,0,950,D,,A,700,D,20214
04767823,3,,0,300,D,,A,0,D,20214
04767853,4,,0,400,D,0,D,0,D,20214
04767873,1,,0,0,D,200,D,0,D,20214
04767893,3,,0,600,D,,A,1000,D,20214
04767903,2,,0,0,D,,A,0,D,20214
04767913,1,,0,140,D,35,D,0,D,20214
04767963,1,,0,0,D,,A,0,D,20214
04768013,3,,0,0,D,,A,0,D,20214
04768043,1,,0,50,D,,A,30,D,20214
04768073,6,,0,150,D,0,D,0,D,20214
04768083,1,,0,350,F,,A,100,F,20214
04768113,1,,0,25,D,25,D,0,D,20214
04768133,2,,0,300,D,600,D,50,D,20214
04768163,1,,0,0,D,600,D,0,D,20214
04768203,1,,0,125,D,,A,0,D,20214
04768213,1,,0,0,D,400,D,0,D,20214
04768223,13,,0,388,D,,A,159,D,20214
04768243,2,,0,20,D,100,D,0,D,20214
04768253,3,,0,183,D,,A,0,D,20214
04768263,6,,0,250,D,,A,200,D,20214
04768413,1,,0,75,F,300,F,500,F,20214
04768433,2,,0,500,D,,A,0,D,20214
04768483,1,,0,0,D,,A,0,D,20214
04768493,1,,0,0,D,,A,0,D,20214
04768543,2,,0,300,D,,A,0,D,20214
04768573,1,,0,500,D,,A,500,D,20214
04768583,1,,0,25,D,,A,0,D,20214
04768633,1,,0,85,D,,A,0,D,20214
04768683,1,,0,175,D,,A,0,D,20214
04768723,5,,0,16,D,,A,20,D,20214
04768733,2,,0,67,D,,A,35,D,20214
04768773,4,,0,360,D,300,D,0,D,20214
04768783,2,,0,150,D,,A,100,D,20214
04768793,2,,0,125,D,,A,0,D,20214
04768843,5,,0,1200,D,,A,300,D,20214
04768853,3,,0,100,D,,A,0,D,20214
04768863,1,,0,50,D,150,D,0,D,20214
04768873,3,,0,0,D,300,D,0,D,20214
04768903,1,,0,150,D,,A,0,D,20214
04768913,2,,0,300,D,500,D,0,D,20214
04768923,1,,0,550,D,,A,270,D,20214
04768963,2,,0,649,D,,A,40,D,20214
04769033,3,,0,400,D,,A,0,D,20214
04769043,5,,0,60,D,,A,0,D,20214
04769083,1,,0,99,D,,A,0,D,20214
04769093,1,,0,0,D,0,D,0,D,20214
04769113,1,,0,0,D,3,D,0,D,20214
04769213,1,,0,100,D,,A,100,D,20214
04769233,3,,0,0,D,200,D,0,D,20214
04769263,1,,0,400,D,,A,300,D,20214
04769313,1,,0,0,D,,A,0,D,20214
04769323,1,,0,0,D,150,D,0,D,20214
04769333,1,,0,0,D,,A,0,D,20214
04769383,4,,0,130,D,,A,0,D,20214
04769393,1,,0,0,D,,A,0,D,20214
04769433,3,,0,200,D,,A,0,D,20214
04769493,1,,0,2000,D,1200,D,0,D,20214
04769503,1,,0,35,D,,A,0,D,20214
04769553,2,,0,300,D,,A,0,D,20214
04769573,2,,0,0,D,,A,0,D,20214
04769583,1,,0,250,D,1000,D,0,D,20214
04769593,1,,0,65,D,,A,0,D,20214
04769603,2,,0,400,D,,A,0,D,20214
04769623,1,,0,35,D,,A,0,D,20214
04769643,1,,0,0,D,,A,0,D,20214
04769683,1,,0,30,D,,A,0,D,20214
04769713,2,,0,260,D,,A,0,D,20214
04769743,13,,0,1000,D,1000,D,100,D,20214
04769783,4,,0,1600,D,500,D,300,D,20214
04769813,1,,0,0,D,,A,200,D,20214
04769823,4,,0,800,D,,A,400,D,20214
04769853,8,,0,100,D,150,D,0,D,20214
04769903,4,,0,400,D,,A,0,D,20214
04769913,1,,0,3000,D,0,D,0,D,20214
04769943,3,,0,0,D,,A,0,D,20214
04769963,1,,0,0,D,100,D,0,D,20214
04815102,1,,0,200,D,,A,0,D,20214
04815112,7,,0,60,D,,A,0,D,20214
04815132,1,,0,200,D,,A,300,D,20214
04815142,5,,0,0,D,,A,0,D,20214
04815202,4,,0,200,D,,A,0,D,20214
04815262,4,,0,2500,D,1500,D,1500,D,20214
04815282,5,,0,500,D,500,D,0,D,20214
04815312,3,,0,1200,D,1200,D,500,D,20214
04815332,1,,0,400,D,,A,250,D,20214
04815342,1,,0,750,D,250,D,0,D,20214
04815382,3,,0,70,D,200,D,0,D,20214
04815402,6,,0,50,D,,A,0,D,20214
04815422,1,,0,200,D,,A,0,D,20214
04815432,1,,0,0,D,,A,0,D,20214
04815612,4,,0,0,D,,A,0,D,20214
04815632,2,,0,200,D,100,D,0,D,20214
04815672,1,,0,300,D,,A,100,D,20214
04815682,1,,0,100,D,,A,0,D,20214
04815712,1,,0,250,D,110,D,0,D,20214
04815752,3,,0,200,D,,A,30,D,20214
04815762,4,,0,120,D,150,D,0,D,20214
04815782,5,,0,300,D,150,D,0,D,20214
04815812,4,,0,80,D,180,D,0,D,20214
04815832,1,,0,0,D,,A,0,D,20214
04815883,1,,0,200,D,0,D,0,D,20214
04815903,1,,0,1250,D,,A,0,D,20214
04815912,1,,0,400,F,,A,30,F,20214
04815932,1,,0,0,D,,A,0,D,20214
04815942,5,,0,40,F,200,F,0,D,20214
04815982,4,,0,200,D,,A,0,D,20214
04815992,1,,0,400,D,,A,0,D,20214
04816002,1,,0,100,D,,A,0,D,20214
04816022,1,,0,100,D,,A,0,D,20214
04816052,1,,0,0,D,200,D,0,D,20214
04816062,2,,0,0,D,,A,0,D,20214
04816102,2,,0,500,D,300,D,0,D,20214
04816112,2,,0,100,D,,A,0,D,20214
04816132,4,,0,200,D,,A,0,D,20214
04816173,2,,0,400,D,,A,0,D,20214
04816182,2,,0,700,D,,A,0,D,20214
04816222,1,,0,100,D,,A,0,D,20214
04816262,1,,0,0,D,300,D,0,D,20214
04816272,3,,0,500,D,900,D,0,D,20214
04816312,2,,0,40,D,,A,0,D,20214
04816362,3,,0,80,D,70,D,20,D,20214
04816372,1,,0,0,D,0,D,0,D,20214
04816392,1,,0,0,D,,A,0,D,20214
04816422,3,,0,44,D,,A,0,D,20214
04816432,2,,0,250,D,,A,0,D,20214
04816482,1,,0,0,D,,A,0,D,20214
04816512,2,,0,400,D,,A,0,D,20214
04816522,1,,0,100,D,,A,0,D,20214
04816552,1,,0,0,D,,A,0,D,20214
04816572,5,,0,300,D,100,D,0,D,20214
04816592,1,,0,100,D,300,D,0,D,20214
04816612,1,,0,65,D,,A,0,D,20214
04816632,1,,0,0,D,,A,0,D,20214
04816662,1,,0,200,D,200,D,0,D,20214
04816692,6,,0,961,D,0,D,50,D,20214
04816702,1,,0,0,D,70,D,0,D,20214
04816722,1,,0,130,D,,A,80,D,20214
04816782,1,,0,74,D,140,D,0,D,20214
04816912,3,,0,300,D,300,D,0,D,20214
04816932,3,,0,200,D,150,D,0,D,20214
04816942,1,,0,400,F,,A,150,F,20214
04816982,1,,0,200,D,,A,0,D,20214
04816992,8,,0,225,D,,A,0,D,20214
04817004,1,,0,300,D,,A,0,D,20214
04817022,6,,0,50,D,,A,30,D,20214
04817032,2,,0,0,D,,A,0,D,20214
04817052,1,,0,125,D,50,D,0,D,20214
04817062,3,,0,20,D,,A,0,D,20214
04817112,2,,0,0,D,100,D,0,D,20214
04817132,1,,0,100,D,,A,0,D,20214
04817142,1,,0,65,D,,A,0,D,20214
04817162,3,,0,100,D,,A,50,D,20214
04817232,1,,0,100,D,,A,0,D,20214
04817272,1,,0,150,D,300,D,50,D,20214
04817292,2,,0,300,D,600,D,0,D,20214
04817312,1,,0,200,D,,A,0,D,20214
04817372,1,,0,0,D,,A,0,D,20214
04817392,2,,0,0,D,3000,D,0,D,20214
04817402,2,,0,150,D,60,D,0,D,20214
04817462,4,,0,500,D,,A,20,D,20214
04817472,8,,0,200,D,0,D,0,D,20214
04817492,2,,0,100,D,,A,0,D,20214
04817532,1,,0,0,D,,A,0,D,20214
04817622,1,,0,300,D,,A,0,D,20214
04817632,2,,0,200,D,0,D,0,D,20214
04817662,4,,0,240,D,,A,0,D,20214
04817672,3,,0,400,D,,A,0,D,20214
04817692,4,,0,900,D,,A,0,D,20214
04817712,1,,0,0,D,,A,0,D,20214
04817772,2,,0,400,D,,A,200,D,20214
04817842,1,,0,9,D,,A,0,D,20214
04817862,2,,0,100,D,400,D,50,D,20214
04817872,7,,0,449,D,726,D,0,D,20214
04817892,2,,0,100,D,,A,0,D,20214
04817912,5,,0,150,D,,A,0,D,20214
04817942,1,,0,50,D,,A,0,D,20214
04817962,2,,0,0,D,,A,0,D,20214
04817972,2,,0,200,D,150,D,50,D,20214
04817982,1,,0,0,D,,A,0,D,20214
04818022,3,,0,150,D,,A,0,D,20214
04818042,1,,0,500,D,500,D,0,D,20214
04818062,3,,0,500,D,,A,0,D,20214
04818102,1,,0,180,D,800,D,0,D,20214
04818112,1,,0,0,D,,A,0,D,20214
04818142,1,,0,64,D,,A,0,D,20214
04818152,6,,0,100,D,,A,0,D,20214
04818182,2,,0,100,D,100,D,0,D,20214
04818202,1,,0,650,F,,A,0,D,20214
04818242,4,,0,200,D,,A,50,D,20214
04818272,1,,0,0,D,,A,0,D,20214
04818322,3,,0,44,D,,A,0,D,20214
04818392,3,,0,0,D,,A,0,D,20214
04818482,9,,0,100,D,100,D,0,D,20214
04818512,5,,0,200,D,250,D,0,D,20214
04818542,2,,0,350,D,,A,0,D,20214
04818572,1,,0,0,D,,A,0,D,20214
04818612,1,,0,0,D,,A,0,D,20214
04818622,4,,0,200,D,,A,0,D,20214
04818642,1,,0,0,D,,A,0,D,20214
04818652,1,,0,0,D,,A,0,D,20214
04818672,1,,0,0,D,0,D,0,D,20214
04818702,3,,0,0,D,,A,399,F,20214
04818732,4,,0,200,D,250,D,0,D,20214
04818742,3,,0,0,D,200,D,0,D,20214
04818812,6,,0,320,D,,A,54,D,20214
04818822,2,,0,300,D,,A,0,D,20214
04818842,1,,0,0,D,,A,0,D,20214
04818852,2,,0,200,D,450,D,0,D,20214
04818892,2,,0,400,D,450,D,0,D,20214
04818942,5,,0,90,D,0,D,0,D,20214
04818972,1,,0,100,D,,A,0,D,20214
04818992,3,,0,300,D,250,D,0,D,20214
04819012,5,,0,100,D,,A,0,D,20214
04819022,2,,0,400,D,,A,0,D,20214
04819042,1,,0,300,D,,A,0,D,20214
04819062,4,,0,600,D,,A,0,D,20214
04819072,1,,0,0,D,,A,0,D,20214
04819102,1,,0,200,D,,A,0,D,20214
04819152,5,,0,320,D,400,D,0,D,20214
04819162,1,,0,500,D,1000,D,0,D,20214
04819202,7,,0,100,D,150,D,0,D,20214
04819212,1,,0,0,D,500,D,0,D,20214
04819242,3,,0,300,D,400,D,0,D,20214
04819282,1,,0,200,D,,A,1000,D,20214
04819302,1,,0,320,D,250,D,0,D,20214
04819322,1,,0,0,D,,A,0,D,20214
04819392,2,,0,0,D,300,D,50,D,20214
04819412,1,,0,26,D,,A,0,D,20214
04819452,7,,0,100,D,,A,200,D,20214
04819512,1,,0,75,D,,A,0,D,20214
04819532,4,,0,97,D,,A,0,D,20214
04819572,2,,0,400,D,,A,0,D,20214
04819582,1,,0,40,D,,A,0,D,20214
04819602,4,,0,150,D,,A,0,D,20214
04819612,1,,0,0,D,,A,0,D,20214
04819622,1,,0,100,D,,A,0,D,20214
04819632,1,,0,100,D,20,D,0,D,20214
04819672,1,,0,250,D,,A,0,D,20214
04819682,2,,0,40,D,70,D,0,D,20214
04819702,1,,0,80,D,,A,0,D,20214
04819742,1,,0,0,D,,A,0,D,20214
04819772,2,,0,0,D,,A,0,D,20214
04819792,1,,0,100,D,155,D,0,D,20214
04819812,2,,0,300,D,,A,0,D,20214
04819822,1,,0,45,D,,A,0,D,20214
04819842,3,,0,176,D,,A,0,D,20214
04819852,4,,0,40,D,,A,0,D,20214
04819872,2,,0,50,D,,A,0,D,20214
04819892,4,,0,250,D,360,D,0,D,20214
04819902,1,,0,0,D,140,D,0,D,20214
04819912,1,,0,0,D,,A,0,D,20214
04819992,4,,0,0,D,,A,0,D,20214
04820022,3,,0,38,D,,A,45,D,20214
04820042,1,,0,0,D,,A,0,D,20214
04820052,1,,0,50,D,,A,0,D,20214
04820062,4,,0,200,D,,A,0,D,20214
04820092,1,,0,400,D,400,D,0,D,20214
04820112,1,,0,0,D,,A,0,D,20214
04820122,1,,0,280,D,,A,0,D,20214
04820162,1,,0,0,D,0,D,0,D,20214
04820182,1,,0,0,D,,A,0,D,20214
04820212,11,,0,80,D,30,D,0,D,20214
04820222,1,,0,100,D,,A,0,D,20214
04820232,7,,0,869,D,,A,12,D,20214
04820252,1,,0,70,D,,A,30,D,20214
04820282,4,,0,1000,D,,A,0,D,20214
04820362,6,,0,300,D,,A,0,D,20214
04820372,1,,0,200,D,250,D,0,D,20214
04820402,3,,0,145,D,,A,0,D,20214
04820432,4,,0,280,D,,A,0,D,20214
04820442,4,,0,200,D,,A,200,D,20214
04820472,2,,0,0,D,20,D,0,D,20214
04820502,1,,0,600,D,600,D,35,F,20214
04820512,5,,0,200,D,,A,0,D,20214
04820562,3,,0,90,D,,A,0,D,20214
04820572,1,,0,0,D,,A,0,D,20214
04820602,2,,0,100,D,,A,0,D,20214
04820642,1,,0,31,D,,A,0,D,20214
04820662,3,,0,550,D,,A,0,D,20214
04820692,2,,0,250,D,,A,20,D,20214
04820712,2,,0,200,D,,A,0,D,20214
04820722,3,,0,20,D,,A,6,D,20214
04820732,6,,0,0,D,65,D,0,D,20214
04820762,3,,0,200,D,500,D,200,D,20214
04820772,2,,0,55,D,0,D,0,D,20214
04820782,1,,0,0,D,,A,0,D,20214
04820842,1,,0,100,D,150,D,0,D,20214
04820872,3,,0,13,D,,A,0,D,20214
04820882,3,,0,0,D,,A,0,D,20214
04820902,1,,0,0,D,,A,0,D,20214
04820912,1,,0,300,D,,A,250,F,20214
04820942,1,,0,350,D,,A,0,D,20214
04821002,2,,0,200,D,,A,0,D,20214
04821052,3,,0,1000,D,1000,D,0,D,20214
04821062,2,,0,600,D,100,D,0,D,20214
04821102,1,,0,100,D,,A,0,D,20214
04821132,3,,0,200,D,,A,0,D,20214
04821144,2,,0,0,D,,A,0,D,20214
04821162,1,,0,450,D,,A,0,D,20214
04821212,1,,0,300,D,,A,0,D,20214
04821222,1,,0,75,D,,A,0,D,20214
04821232,1,,0,0,D,,A,0,D,20214
04821252,2,,0,0,D,,A,0,D,20214
04821272,1,,0,0,D,,A,0,D,20214
04821283,3,,0,0,D,300,D,0,D,20214
04821292,1,,0,500,D,,A,0,D,20214
04821332,1,,0,100,D,0,D,0,D,20214
04821362,1,,0,150,D,100,D,0,D,20214
04821432,2,,0,200,D,,A,0,D,20214
04821452,3,,0,120,D,,A,0,D,20214
04821472,4,,0,1500,D,500,D,0,D,20214
04821482,1,,0,200,F,,A,200,F,20214
04821532,2,,0,0,D,0,D,0,D,20214
04821562,1,,0,50,D,100,D,0,D,20214
04821582,1,,0,0,D,,A,70,D,20214
04821632,3,,0,250,D,,A,0,D,20214
04821672,2,,0,250,D,,A,50,D,20214
